Date,Low,High,Close,Open
2022-01-14,3196.01,3245.0,3242.76,3203.0
2022-01-13,3221.82,3324.4299,3224.28,3305.01
2022-01-12,3288.34,3337.56,3304.14,3331.5
2022-01-11,3214.03,3327.0,3307.24,3230.0
2022-01-10,3126.09,3233.23,3229.72,3211.71
2022-01-07,3240.62,3304.865,3251.08,3276.78
2022-01-06,3238.7442,3296.0,3265.08,3269.01
2022-01-05,3287.14,3342.525,3287.14,3337.66
2022-01-04,3326.99,3428.0,3350.44,3408.76
2022-01-03,3323.21,3414.07,3408.09,3351.0
2021-12-31,3331.17,3387.0,3334.34,3379.12
2021-12-30,3370.48,3417.76,3372.89,3394.0
2021-12-29,3372.0101,3424.24,3384.02,3416.8
2021-12-28,3382.71,3443.5176,3413.22,3403.65
2021-12-27,3384.31,3458.86,3393.39,3420.74
2021-12-23,3403.0,3439.5,3421.37,3408.56
2021-12-22,3370.01,3441.0,3420.74,3385.395
2021-12-21,3312.95,3414.3299,3408.34,3357.01
2021-12-20,3312.0,3357.4851,3341.58,3337.0
2021-12-17,3312.271,3417.97,3400.35,3354.21
2021-12-16,3363.205,3483.32,3377.42,3467.3714
2021-12-15,3303.9,3472.0,3466.3,3371.96
2021-12-14,3328.8,3389.98,3381.83,3351.0
2021-12-13,3382.6,3442.0,3391.35,3440.0
2021-12-10,3410.0,3518.54,3444.24,3508.34
2021-12-09,3482.79,3539.39,3483.42,3515.0
2021-12-08,3495.01,3543.6,3523.16,3523.01
2021-12-07,3466.69,3549.99,3523.29,3492.0
2021-12-06,3338.69,3473.91,3427.37,3393.0
2021-12-03,3338.6,3469.865,3389.79,3455.0
2021-12-02,3423.75,3492.7,3437.36,3460.0
2021-12-01,3441.6,3559.88,3443.72,3545.0
2021-11-30,3492.01,3585.77,3507.07,3563.5
2021-11-29,3531.5001,3596.0,3561.57,3547.6443
2021-11-26,3504.15,3633.5,3504.56,3602.095
2021-11-24,3536.85,3613.64,3580.41,3562.67
2021-11-23,3527.71,3621.05,3580.04,3585.04
2021-11-22,3567.5,3713.455,3572.57,3676.3768
2021-11-19,3675.72,3762.145,3676.57,3712.69
2021-11-18,3561.0,3704.2,3696.06,3566.35
2021-11-17,3545.35,3587.245,3549.0,3564.72
2021-11-16,3525.1466,3576.5,3540.7,3539.0
2021-11-15,3525.81,3593.88,3545.68,3537.0
2021-11-12,3447.05,3540.7262,3525.15,3485.0
2021-11-11,3467.47,3543.24,3472.5,3513.0
2021-11-10,3463.09,3605.45,3482.05,3563.87
2021-11-09,3501.425,3593.77,3576.23,3515.25
2021-11-08,3487.86,3579.0,3488.98,3523.24
2021-11-05,3476.98,3566.25,3518.99,3477.0
2021-11-04,3365.0001,3498.625,3477.0,3370.0
2021-11-03,3297.52,3394.92,3384.0,3309.0
2021-11-02,3283.55,3331.115,3312.75,3315.01
2021-11-01,3292.02,3375.86,3318.11,3361.8
2021-10-29,3273.32,3374.82,3372.43,3300.02
2021-10-28,3386.0,3479.0,3446.57,3402.095
2021-10-27,3371.4534,3437.0,3392.49,3388.0
2021-10-26,3343.98,3416.12,3376.07,3349.51
2021-10-25,3297.7,3347.7997,3320.37,3335.0
2021-10-22,3331.3,3429.84,3335.55,3421.0
2021-10-21,3403.0,3440.28,3435.01,3414.25
2021-10-20,3400.37,3462.86,3415.06,3452.66
2021-10-19,3422.0,3454.69,3444.15,3434.29
2021-10-18,3385.1,3449.17,3446.74,3388.3576
2021-10-15,3304.0,3410.42,3409.02,3311.42
2021-10-14,3290.78,3312.6,3299.86,3302.4541
2021-10-13,3261.0889,3288.38,3284.28,3269.71
2021-10-12,3236.28,3267.528,3247.33,3257.0
2021-10-11,3238.1,3292.5899,3246.3,3275.0
2021-10-08,3288.2,3321.43,3288.62,3317.0
2021-10-07,3283.06,3325.746,3302.43,3291.54
2021-10-06,3198.62,3264.34,3262.01,3213.53
2021-10-05,3202.464,3260.73,3221.0,3204.5
2021-10-04,3176.25,3279.99,3189.78,3279.39
2021-10-01,3255.94,3309.1746,3283.26,3289.01
2021-09-30,3273.99,3327.85,3285.04,3316.0
2021-09-29,3297.87,3351.3,3301.12,3322.11
2021-09-28,3290.1001,3369.19,3315.96,3357.71
2021-09-27,3339.61,3415.57,3405.8,3371.5
2021-09-24,3393.4,3429.26,3425.52,3402.01
2021-09-23,3380.05,3428.96,3416.0,3380.05
